rank,sentence,pinyin,english,original_order,complexity,frequency,similarity_penalty,similar_to,final_score
334,因为我,Yīnwèi wǒ,Because of me.,319,17.8,100.0,12.5,31,72.16
335,就一次,Jiù yī cì,Just once.,1774,17.8,100.0,12.5,35,72.16
336,什么呢？,Shénme ne?,What is it?,531,17.8,100.0,12.5,45,72.16
337,可以吧,Kěyǐ ba,Okay?,706,17.8,100.0,12.5,46,72.16
338,在这里,Zài zhèli,Here.,766,17.8,100.0,12.5,76,72.16
339,还没有,Hái méiyǒu,Not yet.,553,17.8,100.0,12.5,37,72.16
340,就这里,Jiù zhèli,Right here.,768,17.8,100.0,12.5,35,72.16
341,这里吗？,Zhè lǐ ma?,Here?,1437,17.8,100.0,12.5,32,72.16
342,快点吧,Kuài diǎn ba,Hurry up!,584,17.8,100.0,12.5,46,72.16
343,还可以,Hái kěyǐ,It's okay; Not bad.,709,17.8,100.0,12.5,37,72.16
344,怎么做？,Zěnme zuò?,How to do it?,512,17.8,100.0,12.5,39,72.16
345,我喜欢,Wǒ xǐhuan,I like it.,756,17.8,100.0,12.5,31,72.16
346,我能行,Wǒ néng xíng,I can do it.,1528,17.8,100.0,12.5,31,72.16
347,问得好,Wèn de hǎo,Good question.,1663,17.8,100.0,12.5,41,72.16
348,我需要,Wǒ xūyào,I need.,841,17.8,100.0,12.5,31,72.15
349,看这个,Kàn zhège,Look at this.,645,17.8,100.0,12.5,78,72.15
350,像什么？,Xiàng shénme?,What does it look like?,802,17.8,100.0,12.5,61,72.15
351,那时候,Nà shí hòu,At that time.,1823,17.8,100.0,12.5,35,72.15
352,喜欢吗？,Xǐhuan ma?,Do you like it?,757,17.8,100.0,12.5,32,72.15
353,找什么？,Zhǎo shénme?,Looking for something?,873,17.8,100.0,12.5,60,72.15
354,那个是,Nàge shì,That is.,992,17.8,100.0,12.5,35,72.15
355,能行吗？,Néng xíng ma?,Is it possible?,1556,17.8,100.0,12.5,32,72.15
356,这个呢？,Zhège ne?,What about this one?,643,17.8,100.0,12.5,45,72.15
357,现在呢？,Xiànzài ne?,And now?,636,17.8,100.0,12.5,45,72.15
358,可能吗？,Kěnéng ma?,Is it possible?,948,17.8,100.0,12.5,32,72.15
359,好东西,Hǎo dōngxi,Good stuff.,979,17.8,100.0,12.5,41,72.15
360,看这里,Kàn zhè lǐ,Look here.,1438,17.8,99.9,12.5,78,72.15
361,下一个,Xià yīgè,Next.,782,17.8,99.9,12.5,85,72.15
362,那个人,Nà ge rén,That person.,1294,17.8,99.9,12.5,35,72.15
363,问题是,Wèntí shì,The problem is...,689,17.8,99.9,12.5,81,72.15
364,还有吗？,Hái yǒu ma?,Anything else?,1122,17.8,99.9,12.5,32,72.15
365,在一起,Zài yī qǐ,Together.,1477,17.8,99.9,12.5,76,72.15
366,好问题,Hǎo wèntí,Good question.,691,17.8,99.9,12.5,41,72.15
367,再快点,Zài kuài diǎn,Faster!,1169,17.8,99.9,12.5,63,72.15
368,起来吧,Qǐlái ba,Get up.,822,17.8,99.9,12.5,46,72.15
369,有问题,Yǒu wèntí,There's a problem.,180,17.8,99.9,12.5,81,72.15
370,叫什么？,Jiào shén me?,What's your name?,1603,17.8,99.9,12.5,68,72.15
371,等什么？,Děng shén me?,What are you waiting for?,611,17.8,99.9,12.5,69,72.15
372,我就是,Wǒ jiùshì,It's me.,680,17.8,99.9,12.5,31,72.14
373,就是我,Jiùshì wǒ,It's me.,682,17.8,99.9,12.5,31,72.14
374,看那个,Kàn nà ge,Look at that.,1292,17.8,99.9,12.5,35,72.14
375,就是他,Jiùshì tā,It's him.,678,17.8,99.9,12.5,35,72.14
376,开始吧,Kāishǐ ba,Let's begin.,950,17.8,99.9,12.5,46,72.14
377,我看到,Wǒ kàn dào,I saw.,1048,17.8,99.9,12.5,31,72.14
378,什么钱？,Shénme qián?,What money?,713,17.8,99.9,12.5,83,72.14
379,而现在,Ér xiànzài,And now.,855,17.8,99.9,12.5,62,72.14
380,才没有,Cái méi yǒu,No way.,1713,17.8,99.9,12.5,65,72.14
381,我相信,Wǒ xiāngxìn,I believe.,780,17.8,99.9,12.5,31,72.14
382,相信我,Xiāngxìn wǒ,Trust me.,783,17.8,99.9,12.5,31,72.14
383,当然好,Dāngrán hǎo,Of course!,672,17.8,99.9,12.5,41,72.14
384,好 当然,Hǎo dāngrán,"Okay, of course.",676,17.8,99.9,12.5,41,72.14
385,孩子呢？,Hái zi ne?,Where are the children?,886,17.8,99.9,12.5,45,72.14
386,当然会,Dāngrán huì,Of course.,669,17.8,99.9,12.5,32,72.14
387,我明白,Wǒ míngbai,I understand.,743,17.8,99.9,12.5,31,72.14
388,当然要,Dāngrán yào,Of course.,675,17.8,99.9,12.5,89,72.14
389,还有呢？,Hái yǒu ne?,What else?,1136,17.8,99.9,12.5,37,72.14
390,那当然,Nà dāngrán,Of course.,663,17.8,99.9,12.5,35,72.14
391,明白吗？,Míngbai ma?,Do you understand?,742,17.8,99.9,12.5,32,72.14
392,抱歉 我, bào qiàn wǒ,"Sorry, I.",912,17.8,99.9,12.5,31,72.14
393,让一下,Ràng yīxià,Excuse me.,763,17.8,99.9,12.5,38,72.14
394,只是我,Zhǐshì wǒ,Just me.,892,17.8,99.9,12.5,31,72.14
395,我只是,Wǒ zhǐshì,I'm just.,899,17.8,99.9,12.5,31,72.14
396,明白吧,Míngbai ba,Understand?,745,17.8,99.9,12.5,46,72.14
397,离开我,Lí kāi wǒ,Leave me alone.,899,17.8,99.9,12.5,31,72.13
398,看一下,Kàn yīxià,Take a look.,762,17.8,99.9,12.5,78,72.13
399,哪一个？,Nǎ yīgè?,Which one?,779,17.8,99.9,12.5,76,72.13
400,回来吧,Huí lái ba,Come back.,1284,17.8,99.9,12.5,46,72.13
401,下一位,Xià yī wèi,Next.,1300,17.8,99.9,12.5,85,72.13
402,很抱歉,Hěn bàoqiàn,I'm very sorry.,245,17.8,99.9,12.5,44,72.13
403,问什么？,Wèn shénme?,What?,840,17.8,99.9,12.5,81,72.13
404,那只是,Nà zhǐshì,That's just.,898,17.8,99.9,12.5,35,72.13
405,开快点,Kāi kuài diǎn,Speed up!,1170,17.8,99.9,12.5,63,72.13
406,为了我,Wèi le wǒ,For me.,1296,17.8,99.9,12.5,31,72.13
407,出来吧,Chū lái ba,Come out.,1624,17.8,99.9,12.5,46,72.13
408,很高兴,Hěn gāoxìng,Very happy.,885,17.8,99.9,12.5,44,72.12
409,快回来,Kuài huílai,Come back quickly!,787,17.8,99.9,12.5,63,72.12
410,过来吧,Guòlái ba,Come here.,902,17.8,99.9,12.5,46,72.12
411,快一点,Kuài yīdiǎn,Faster!,837,17.8,99.9,12.5,63,72.12
412,记得吗？,Jìde ma?,Remember?,867,17.8,99.9,12.5,32,72.12
413,喝什么？,Hē shén me?,What are you drinking?,1684,17.8,99.9,12.5,88,72.12
414,玩什么？,Wán shénme?,What are you playing?,701,17.8,99.9,12.5,89,72.12
415,快过来,Kuài guòlái,Come here quickly.,917,17.8,99.9,12.5,63,72.11
416,拿回来,Ná huí lái,Bring it back.,1680,17.8,99.9,12.5,91,72.11
417,好漂亮,Hǎo piàoliang,So beautiful!,939,17.8,99.9,12.5,41,72.11
418,漂亮吗？,Piàoliang ma?,Is it beautiful?,941,17.8,99.9,12.5,32,72.11
419,漂亮吧？,Piàoliang ba?,Isn't it beautiful?,949,17.8,99.9,12.5,46,72.11
420,什么呀,Shénme ya,What?,619,17.8,99.9,12.5,90,72.11
421,帮助我,Bāngzhù wǒ,Help me.,350,17.8,99.9,12.5,31,72.10
422,拿过来,Ná guòlái,Bring it over here.,910,17.8,99.9,12.5,91,72.10
423,坐起来, zuò qǐlái,Sit up.,832,17.8,99.8,12.5,87,72.10
424,晚上好,Wǎn shang hǎo,Good evening.,1959,17.8,99.8,12.5,41,72.10
425,没有呀,Méiyǒu ya,"No, not at all.",623,17.8,99.8,12.5,90,72.10
426,有人吗？,Yǒu rén ma?,Is anyone there?,1206,17.8,99.8,12.5,32,72.10
427,安全吗？,Ānquán ma?,Is it safe?,389,17.8,99.8,12.5,32,72.10
428,听得到?,Tīng dé dào?,Can you hear me?,1896,17.8,99.8,12.5,43,72.10
429,我女儿,Wǒ nǚ'ér,My daughter.,1875,17.8,99.8,12.5,31,72.09
430,叫警察！,Jiào jǐngchá!,Call the police!,322,17.8,99.8,12.5,68,72.09
431,起来呀！,Qǐ lái ya!,Get up!,1468,17.8,99.8,12.5,90,72.09
432,快回家,Kuài huí jiā,Go home quickly.,1459,17.8,99.8,12.5,63,72.09
433,保护我,Bǎohù wǒ,Protect me!,511,17.8,99.8,12.5,31,72.08
434,要小心,Yào xiǎoxīn,Be careful.,269,17.8,99.8,12.5,89,72.08
435,听到吗？,Tīng dào ma?,Did you hear me?,1247,17.8,99.8,12.5,32,72.07
436,我害怕,Wǒ hàipà,I'm scared.,291,17.8,99.8,12.5,31,72.07
437,过来呀,Guò lái ya,Come here!,1411,17.8,99.8,12.5,90,72.06
438,好奇怪,Hǎo qíguài,So strange!,340,17.8,99.8,12.5,41,72.06
439,很危险,Hěn wēixiǎn,It's very dangerous.,417,17.8,99.8,12.5,44,72.05
440,好可爱,Hǎo kě'ài,So cute.,1330,17.8,99.8,12.5,41,72.05
441,很可爱,Hěn kě'ài,So cute!,1329,17.8,99.8,12.5,44,72.05
442,我真的,Wǒ zhēn de,I really.,1026,17.8,99.8,12.5,31,72.05
443,真的吗？,Zhēn de ma?,Really?,1024,17.8,99.7,12.5,32,72.05
444,我真笨,Wǒ zhēn bèn,I'm so stupid.,1046,17.8,99.7,12.5,31,72.05
445,真可爱,Zhēn kě'ài,So cute!,1328,17.8,99.7,12.5,71,72.05
446,笑一下,Xiào yīxià,Smile!,850,17.8,99.7,12.5,85,72.04
447,还要吗？,Hái yào ma?,Want more?,1119,17.8,99.7,12.5,32,72.03
448,说话呀,Shuō huà ya,Speak up!,713,17.8,99.7,12.5,90,72.03
449,要多久？,Yào duō jiǔ?,How long?,1627,17.8,99.7,12.5,58,72.03
450,回答我,Huídá wǒ,Answer me.,369,17.8,99.7,12.5,31,72.02
451,很快的,Hěn kuài de,Very fast.,1037,17.8,99.7,12.5,44,72.01
452,钥匙呢？,Yào shi ne?,Where are the keys?,864,17.8,99.6,12.5,45,72.00
453,我道歉,Wǒ dàoqiàn,I apologize.,479,17.8,99.6,12.5,31,71.99
454,原谅我,Yuánliàng wǒ,Forgive me.,341,17.8,99.6,12.5,31,71.99
455,严重吗？,Yánzhòng ma?,Is it serious?,504,17.8,99.6,12.5,32,71.98
456,为什么没有？,Wèishénme méiyǒu?,Why not?,184,26.9,99.9,0.0,1,71.90
457,但是为什么?,Dànshì wèishénme?,But why?,327,26.9,99.9,0.0,1,71.89
458,这个怎么样？,Zhège zěnmeyàng?,How about this one?,732,26.9,99.9,0.0,1,71.87
459,让一让,Ràng yī ràng,Excuse me.,1293,16.0,100.0,16.7,38,71.85
460,感觉怎么样？,Gǎnjué zěnmeyàng?,How do you feel?,1000,26.9,99.8,0.0,1,71.85
461,还好,Hái hǎo,It's okay.,529,16.2,100.0,16.7,37,71.81
462,好大,Hǎo dà,So big!,813,16.2,100.0,16.7,41,71.80
463,很大,Hěn dà,Very big.,812,16.2,100.0,16.7,44,71.79
464,快点,Kuài diǎn,Hurry up!,158,16.2,99.9,16.7,63,71.79
465,快些,Kuài xiē,Hurry up!,415,16.2,99.9,16.7,63,71.78
466,还有,Hái yǒu,There's more.,528,16.2,99.9,16.7,37,71.77
467,问题？,Wèntí?,Problem?,7,16.2,99.9,16.7,81,71.76
468,那些,Nàxiē,Those.,163,16.2,99.9,16.7,35,71.75
469,哪位？,Nǎ wèi?,Which one?,738,16.2,99.8,16.7,76,71.74
470,还是,Háishì,Or.,74,16.2,99.8,16.7,37,71.73
471,那里,Nàlǐ,There.,16,16.2,99.8,16.7,35,71.72
472,懂吗？,Dǒng ma?,Understand?,842,16.2,99.8,16.7,32,71.72
473,下来,Xiàlái,Come down.,24,16.2,99.8,16.7,85,71.70
474,好，谢谢,"Hǎo, xièxie","Okay, thank you.",628,16.5,100.0,16.7,41,71.70
475,我的什么？,Wǒ de shén me?,My what?,2146,21.0,100.0,10.0,31,71.70
476,我是什么？,Wǒ shì shénme?,What am I?,541,21.0,100.0,10.0,31,71.70
477,我们会的,Wǒmen huì de,We will.,1099,21.0,100.0,10.0,31,71.70
478,他知道的,Tā zhī dào de,He knows.,2369,21.0,100.0,10.0,48,71.70
479,好，我知道,"Hǎo, wǒ zhīdào","Okay, I understand.",1005,21.0,100.0,10.0,31,71.70
480,我就知道,Wǒ jiù zhī dào,I knew it!,2367,21.0,100.0,10.0,31,71.69
481,我们很好,Wǒmen hěn hǎo,We are fine.,1100,21.0,100.0,10.0,31,71.69
482,我们都是,Wǒmen dōu shì,We all are.,1255,21.0,100.0,10.0,31,71.69
483,他知道吗？,Tā zhīdào ma?,Does he know?,1002,21.0,100.0,10.0,32,71.69
484,那是什么？,Nà shì shénme?,What's that?,1052,21.0,100.0,10.0,35,71.69
485,他还好吧？,Tā hái hǎo ba?,Is he okay?,1154,21.0,100.0,10.0,37,71.69
486,她还好吗？,Tā hái hǎo ma?,Is she okay?,1153,21.0,100.0,10.0,32,71.69
487,我可以的,Wǒ kě yǐ de,I can.,2453,21.0,100.0,10.0,31,71.69
488,在做什么？,Zài zuò shénme?,What are you doing?,1094,21.0,100.0,10.0,39,71.69
489,我想没有,Wǒ xiǎng méiyǒu,I don't think so.,1178,21.0,100.0,10.0,31,71.69
490,是这个吗？,Shì zhège ma?,Is this it?,1344,21.0,100.0,10.0,32,71.69
491,要做什么？,Yào zuò shénme?,What are you going to do?,1093,21.0,100.0,10.0,39,71.69
492,我想可以,Wǒ xiǎng kěyǐ,I think it's possible.,1446,21.0,100.0,10.0,31,71.69
493,是什么呢？,Shì shénme ne?,What is it?,1129,21.0,100.0,10.0,45,71.69
494,我在这里,Wǒ zài zhèli,I'm here.,1579,21.0,100.0,10.0,31,71.69
495,快，快点,"Kuài, kuài diǎn","Hurry, hurry up!",1164,16.5,99.9,16.7,63,71.69
496,快点，快,"Kuài diǎn, kuài","Hurry up, hurry.",1165,16.5,99.9,16.7,63,71.69
497,他在这里,Tā zài zhè lǐ,He is here.,2265,21.0,100.0,10.0,48,71.69
498,是这里吗,Shì zhèli ma,Is this the place?,1567,21.0,100.0,10.0,32,71.69
499,就在这里,Jiù zài zhèli,It's right here.,1573,21.0,100.0,10.0,35,71.69
500,在这里吗？,Zài zhè lǐ ma?,Is it here?,2266,21.0,100.0,10.0,32,71.69
501,告诉我吧,Gào su wǒ ba,Tell me.,2758,21.0,100.0,10.0,31,71.69
502,挺住,Tǐng zhù,Hold on!,433,16.2,99.7,16.7,91,71.69
503,好的 先生,Hǎo de xiānsheng,"Okay, sir.",1611,21.0,100.0,10.0,41,71.69
504,我喜欢他,Wǒ xǐhuan tā,I like him.,1533,21.0,100.0,10.0,31,71.69
505,我的孩子,Wǒ de háizi,My child.,1904,21.0,100.0,10.0,31,71.68
506,我很喜欢,Wǒ hěn xǐhuan,I like it very much.,1548,21.0,100.0,10.0,31,71.68
507,很好 先生,Hěn hǎo xiānsheng,"Very good, sir.",1612,21.0,100.0,10.0,41,71.68
508,看什么呢,Kàn shénme ne,What are you looking at?,1137,21.0,100.0,10.0,45,71.68
509,怎么会呢？,Zěnme huì ne?,How could that be?,1134,21.0,100.0,10.0,32,71.68
510,可能是吧,Kěnéng shì ba,Maybe so.,1764,21.0,100.0,10.0,46,71.68
511,很有可能,Hěn yǒu kěnéng,Very possible.,1793,21.0,100.0,10.0,44,71.68
512,现在就走,Xiànzài jiù zǒu,Leave now.,1335,21.0,100.0,10.0,35,71.68
513,那这个呢？,Nà zhège ne?,What about this one?,1348,21.0,100.0,10.0,35,71.68
514,那现在呢？,Nà xiànzài ne?,And now?,1334,21.0,100.0,10.0,35,71.68
515,有孩子吗？,Yǒu háizi ma?,Do you have children?,1903,21.0,100.0,10.0,32,71.68
516,我看看,Wǒ kàn kàn,Let me see.,1021,16.5,99.9,16.7,31,71.68
517,看看我,Kàn kan wǒ,Look at me.,1851,16.5,99.9,16.7,31,71.68
518,快告诉我,Kuài gàosù wǒ,Tell me quickly.,1482,21.0,100.0,10.0,31,71.68
519,他叫什么？,Tā jiào shén me?,What's his name?,2409,21.0,100.0,10.0,48,71.68
520,我在工作,Wǒ zài gōng zuò,I'm working.,2732,21.0,100.0,10.0,31,71.68
521,有问题吗？,Yǒu wèntí ma?,Any problems?,1406,21.0,100.0,10.0,32,71.68
522,还有人吗？,Hái yǒu rén ma?,Is there anyone else?,2126,21.0,100.0,10.0,32,71.68
523,她叫什么？,Tā jiào shénme?,What's her name?,1604,21.0,100.0,10.0,68,71.68
524,有时间吗？,Yǒu shíjiān ma?,Do you have time?,1824,21.0,100.0,10.0,32,71.68
525,看看她,Kàn kàn tā,Look at her.,1022,16.5,99.9,16.7,78,71.68
526,当然是我,Dāngrán shì wǒ,Of course it's me.,1385,21.0,100.0,10.0,31,71.68
527,我的朋友,Wǒ de péngyō,My friend.,1898,21.0,100.0,10.0,31,71.68
528,我才没有,Wǒ cái méiyǒu,I didn't.,1724,21.0,100.0,10.0,31,71.68
529,好 开始吧,Hǎo kāishǐ ba,"Okay, let's begin.",1800,21.0,100.0,10.0,41,71.68
530,好的 当然,Hǎo de dāng rán,"Okay, sure.",2649,21.0,100.0,10.0,41,71.68
531,看看吧,Kàn kan ba,Let's see.,1877,16.5,99.9,16.7,46,71.68
532,我明白的,Wǒ míngbai de,I understand.,1502,21.0,100.0,10.0,31,71.68
533,再做一次,Zài zuò yīcì,Do it again.,1977,21.0,100.0,10.0,39,71.68
534,我相信他,Wǒ xiāo xìn tā,I believe him.,2867,21.0,100.0,10.0,31,71.68
535,我当然会,Wǒ dāngrán huì,Of course I will.,1373,21.0,100.0,10.0,31,71.68
536,还等什么？,Hái děng shénme?,What are you waiting for?,1259,21.0,100.0,10.0,37,71.68
537,我哪知道,Wǒ nǎ zhī dào,How would I know?,2362,21.0,100.0,10.0,31,71.68
538,相信我吧,Xiāngxìn wǒ ba,Trust me.,1572,21.0,99.9,10.0,31,71.67
539,我没有钱,Wǒ méiyǒu qián,I don't have any money.,671,21.0,99.9,10.0,31,71.67
540,那孩子呢？,Nà háizi ne?,Where's the child?,1907,21.0,99.9,10.0,35,71.67
541,我就回来,Wǒ jiù huí lái,I'll be right back.,2182,21.0,99.9,10.0,31,71.67
542,多少？,Duōshao?,How much?,9,16.2,99.7,16.7,58,71.67
543,我看一下,Wǒ kàn yīxià,Let me see.,1534,21.0,99.9,10.0,31,71.67
544,准备好吗？,Zhǔn bèi hǎo ma?,Are you ready?,2742,21.0,99.9,10.0,32,71.67
545,妈妈呢？,Māma ne?,Where's mom?,280,16.5,99.9,16.7,45,71.67
546,我很抱歉,Wǒ hěn bàoqiàn,I'm very sorry.,769,21.0,99.9,10.0,31,71.67
547,我只是想,Wǒ zhǐshì xiǎng,I just want to.,1734,21.0,99.9,10.0,31,71.67
548,一定会的,Yī dìng huì de,Definitely.,2589,21.0,99.9,10.0,32,71.67
549,我意思是,Wǒ yìsi shì,I mean...,1361,21.0,99.9,10.0,31,71.67
550,感觉很好,Gǎnjué hěn hǎo,It feels very good.,1886,21.0,99.9,10.0,41,71.67
551,才没有呢,Cái méiyǒu ne,No way!,1715,21.0,99.9,10.0,45,71.67
552,晚上,Wǎnshang,Evening.,66,16.2,99.7,16.7,51,71.67
553,我真抱歉,Wǒ zhēn bàoqiàn,I'm really sorry.,770,21.0,99.9,10.0,31,71.67
554,我好高兴,Wǒ hǎo gāoxìng,I'm so happy!,1727,21.0,99.9,10.0,31,71.67
555,爸爸呢？,Bàba ne?,Where's dad?,260,16.5,99.9,16.7,45,71.67
556,我需要钱,Wǒ xūyào qián,I need money.,753,21.0,99.9,10.0,31,71.67
557,好，等等,"Hǎo, děng děng","Okay, wait a minute.",1258,16.5,99.9,16.7,41,71.67
558,我很高兴,Wǒ hěn gāoxìng,I'm very happy.,1726,21.0,99.9,10.0,31,71.67
559,我的名字？,Wǒ de míng zi?,My name?,2692,21.0,99.9,10.0,31,71.67
560,我认识他,Wǒ rènshi tā,I know him.,1691,21.0,99.9,10.0,31,71.66
561,要喝什么？,Yào hē shénme?,What do you want to drink?,1683,21.0,99.9,10.0,88,71.66
562,我很担心,Wǒ hěn dānxīn,I'm very worried.,820,21.0,99.9,10.0,31,71.66
563,那是哪里？,Nà shì nǎ lǐ?,Where is that?,2324,21.0,99.9,10.0,35,71.66
564,重要的是,Zhòngyào de shì,What's important is...,1989,21.0,99.9,10.0,89,71.66
565,算我一个,Suàn wǒ yīgè,Count me in.,1962,21.0,99.9,10.0,31,71.66
566,好的 再见,Hǎo de zàijiàn,"Okay, goodbye.",1912,21.0,99.9,10.0,41,71.65
567,再等等,Zài děng děng,Wait a little longer.,1261,16.5,99.9,16.7,69,71.65
568,再快一点,Zài kuài yīdiǎn,A little faster!,1647,21.0,99.9,10.0,63,71.65
569,她漂亮吗？,Tā piàoliang ma?,Is she pretty?,1777,21.0,99.9,10.0,32,71.65
570,马上就好,Mǎ shàng jiù hǎo,It'll be ready soon.,2708,21.0,99.9,10.0,35,71.65
571,我马上到,Wǒ mǎshàng dào,I'll be right there.,1919,21.0,99.9,10.0,31,71.65
572,带他过来,Dài tā guòlái,Bring him over.,1808,21.0,99.9,10.0,48,71.65
573,马上就到,Mǎ shàng jiù dào,I'll be there soon.,2709,21.0,99.9,10.0,35,71.65
574,有多少人？,Yǒu duōshao rén?,How many people?,1982,21.0,99.9,10.0,58,71.65
575,我想回家,Wǒ xiǎng huí jiā,I want to go home.,2287,21.0,99.9,10.0,31,71.65
576,听得到吗？,Tīng dé dào ma?,Can you hear me?,2597,21.0,99.9,10.0,32,71.65
577,我的女儿,Wǒ de nǚ'ér,My daughter.,2582,21.0,99.9,10.0,31,71.65
578,带我回家,Dài wǒ huí jiā,Take me home.,2522,21.0,99.9,10.0,31,71.63
579,让他进来,Ràng tā jìnlái,Let him in.,1970,21.0,99.9,10.0,38,71.63
580,我好害怕,Wǒ hǎo hàipà,I'm so scared.,858,21.0,99.9,10.0,31,71.63
581,我的母亲,Wǒ de mǔ qīn,My mother.,2834,21.0,99.9,10.0,31,71.63
582,我很害怕,Wǒ hěn hàipà,I'm very scared.,857,21.0,99.9,10.0,31,71.63
583,进来,Jìnlái,Come in.,8,16.2,99.6,16.7,93,71.63
584,我想帮忙,Wǒ xiǎng bāngmáng,I want to help.,1951,21.0,99.8,10.0,31,71.62
585,要帮忙吗？,Yào bāngmáng ma?,Need help?,1949,21.0,99.8,10.0,32,71.62
586,我很快乐,Wǒ hěn kuài lè,I am very happy.,2743,21.0,99.8,10.0,31,71.62
587,听到,Tīngdào,Heard.,14,16.2,99.6,16.7,57,71.62
588,她很可爱,Tā hěn kě'ài,She is very cute.,2204,21.0,99.8,10.0,44,71.61
589,那是真的,Nà shì zhēn de,That's true.,2012,21.0,99.8,10.0,35,71.61
590,她真可爱,Tā zhēn kě'ài,She's so cute!,2206,21.0,99.8,10.0,71,71.61
591,我很紧张,Wǒ hěn jǐnzhāng,I'm very nervous.,950,21.0,99.8,10.0,31,71.61
592,约会？,Yuēhuì?,A date?,301,16.2,99.6,16.7,32,71.60
593,那是我的,Nà shì wǒ de,That's mine.,2010,21.3,100.0,10.0,31,71.60
594,她在睡觉,Tā zài shuì jiào,She is sleeping.,2540,21.0,99.8,10.0,76,71.59
595,我很生气,Wǒ hěn shēngqì,I'm very angry.,985,21.0,99.8,10.0,31,71.59
596,做得很好,Zuò de hěn hǎo,Well done.,2044,21.3,100.0,10.0,39,71.59
597,原谅我吧,Yuán liàng wǒ ba,Forgive me.,1438,21.0,99.7,10.0,31,71.57
598,我认真的,Wǒ rèn zhēn de,I'm serious.,2750,21.0,99.7,10.0,31,71.57
599,好的 谢谢,Hǎo de xièxie,"Okay, thank you.",1315,19.8,100.0,12.5,41,71.56
600,很好，谢谢,"Hěn hǎo, xièxie","Very good, thank you.",1316,19.8,100.0,12.5,41,71.56
601,看什么看？,Kàn shénme kàn?,What are you looking at?,555,19.8,100.0,12.5,78,71.56
602,好吧 谢谢,Hǎo ba xièxie,"Okay, thank you.",1318,19.8,100.0,12.5,41,71.56
603,我就是我,Wǒ jiùshì wǒ,I am who I am.,1362,19.8,100.0,12.5,31,71.55
604,每个人都知道,Měi gè rén dōu zhīdào,Everyone knows.,3119,28.0,99.9,0.0,1,71.55
605,我的妈妈,Wǒ de māma,My mother.,1861,19.8,100.0,12.5,31,71.55
606,好的，妈妈,"Hǎo de, māma","Okay, Mom.",1864,19.8,100.0,12.5,41,71.55
607,好 非常好,Hǎo fēi cháng hǎo,"Good, very good.",2761,19.8,100.0,12.5,41,71.55
608,好的 爸爸,Hǎo de bà ba,"Okay, Dad.",2596,19.8,99.9,12.5,41,71.55
609,我猜是的,Wǒ cāi shì de,I guess so.,2638,21.3,99.9,10.0,31,71.55
610,我猜是吧,Wǒ cāi shì ba,I guess so.,2639,21.3,99.9,10.0,31,71.55
611,还要,Hái yào,Still need.,526,16.2,99.4,16.7,37,71.54
612,多久？,Duō jiǔ?,How long?,828,16.2,99.4,16.7,58,71.53
613,对，是的,"Duì, shì de","Yes, that's right.",1147,17.2,100.0,16.7,26,71.49
614,好，我去,"Hǎo, wǒ qù","Okay, I'll go.",1018,17.2,100.0,16.7,25,71.49
615,我想去,Wǒ xiǎng qù,I want to go.,1012,17.2,100.0,16.7,25,71.48
616,啊 是吗,Ā shì ma,"Oh, really?",1745,17.2,100.0,16.7,27,71.48
617,我去吧,Wǒ qù ba,I'll go.,1017,17.2,100.0,16.7,25,71.48
618,好，去吧,"Hǎo, qù ba","Okay, go.",1013,17.2,100.0,16.7,25,71.48
619,让他去,Ràng tā qù,Let him go.,1290,17.2,100.0,16.7,25,71.48
620,还不走？,Hái bù zǒu?,Still not leaving?,574,17.2,100.0,16.7,1,71.48
621,我想死,Wǒ xiǎng sǐ,I want to die.,603,17.2,100.0,16.7,4,71.48
622,快去吧,Kuài qù ba,Go quickly!,1038,17.2,100.0,16.7,25,71.47
623,去找他,Qù zhǎo tā,Go find him.,1694,17.2,100.0,16.7,25,71.47
624,噢，是的,"Ó, shì de","Oh, yes.",1184,17.2,93.3,0.0,1,71.47
625,我去拿,Wǒ qù ná,I'll go get it.,1686,17.2,100.0,16.7,25,71.47
626,拿去吧,Ná qù ba,Here you go.,1674,17.2,99.9,16.7,25,71.47
627,放她走!,Fàng tā zǒu!,Let her go!,1359,17.2,99.9,16.7,7,71.45
628,喂 是我,Wèi shì wǒ,"Hello, it's me.",1301,17.2,99.9,16.7,30,71.45
629,哪个？,Nǎ ge?,Which one?,739,16.2,99.2,16.7,76,71.43
630,什么时候开始？,Shénme shíhòu kāishǐ?,When does it start?,1778,28.5,99.9,0.0,1,71.42
631,什么时候回来,Shénme shíhòu huílai,When will you be back?,1759,28.5,99.9,0.0,1,71.41
632,恩 是的,Ēn shì de,"Mm, yes.",1964,17.2,93.2,0.0,1,71.41
633,一 二 三,Yī èr sān,One two three.,1928,17.2,99.8,16.7,16,71.37
634,三 二 一,Sān èr yī,"Three, two, one.",1929,17.2,99.8,16.7,16,71.37
635,我们去,Wǒmen qù,Let's go.,520,17.8,100.0,16.7,25,71.33
636,我要去,Wǒ yào qù,I'm going.,1015,17.8,100.0,16.7,25,71.33
637,不，没有,"Bù, méiyǒu","No, there isn't.",557,17.8,100.0,16.7,1,71.33
638,别看我,Bié kàn wǒ,Don't look at me.,560,17.8,100.0,16.7,2,71.33
639,不 但是,Bù dàn shì,"No, but...",1466,17.8,100.0,16.7,1,71.32
640,没有啊,Méiyǒu a,"No, there isn't.",556,17.8,100.0,16.7,27,71.32
