rank,sentence,romanization,original_order,frequency,complexity,grammar,structural,similarity,similar_to,final_score
951,試嚇。,sîhǎa 。,44,10.0,16.2,0.0,9.7,2.5,,29.65
952,佢話佢會嚟。,kěoi waa kěoi wúi lèi 。,632,14.5,24.2,0.0,14.5,2.9,,29.41
953,佢哋啱。,kěoi dei ngāam 。,149,10.0,17.2,0.0,10.3,3.3,,29.16
954,你買咗啲乜嘢呀？,něi mǎai zó dī mātjě āa ？,323,19.2,32.4,0.0,19.4,4.4,,28.97
955,好近㗎咋！,hóugan gâa zâa ！,989,10.0,17.8,0.0,10.7,4.0,,28.88
956,我哋唞咗一陣。,ngǒ dei táu zó jātzan 。,782,18.0,28.5,0.0,17.1,8.6,,28.74
957,企喺度嗰個邊個嚟？,kěi hái dou gó gô bīngô lèi ？,844,19.9,36.4,0.0,21.9,1.8,,28.67
958,你應該食少啲煙。,něi jīnggōi siksíu dī jīn 。,818,18.0,31.6,0.0,18.9,4.4,,28.64
959,好容易噃。,hóujùngji bô 。,37,11.9,22.3,0.0,13.4,3.3,,28.58
960,阿 Susan 煮嘢食好叻㗎。,âa Susan zyú jě sikhóu lēk gâa 。,736,16.0,28.5,0.0,17.1,4.4,,28.56
961,三嘅三次方係廿七。,sāam gê sāamcîfōng hai jaacāt 。,144,18.0,33.4,0.0,20.0,2.2,,28.53
962,阿Tom瞓緊晏覺。,âa tīom fân gán âan gôk 。,606,13.0,25.4,0.0,15.2,2.2,,28.43
963,佢急急腳噉走咗。,kěoi gāpgāp gôek gám záu zó 。,589,16.7,31.2,0.0,18.7,2.9,,28.41
964,呢張梳化幾多錢呀？,nèi zōeng sōfáa géidō cín āa ？,827,19.2,35.3,0.0,21.2,3.1,,28.37
965,海納百川.,hóinaapbâakcyūn .,629,10.0,22.3,0.0,13.4,0.0,,28.30
966,邊個幫過佢哋？,bīngô bōng gwô kěoi dei ？,247,14.5,28.5,0.0,17.1,2.2,,28.28
967,你啱啱講咩話？,něi ngāam ngāam góng mē waa ？,785,16.7,28.2,0.0,16.9,8.0,,28.26
968,夠鐘上牀瞓覺喇。,gâuzūng sǒengcòng fângâau lāa 。,932,16.7,32.4,0.0,19.4,1.8,,28.24
969,佢應該買樓。,kěoi jīnggōi mǎailàu 。,754,12.7,25.4,0.0,15.2,2.5,,28.24
970,而家幾點鐘呀？,jìgāa géidímzūng āa ？,574,15.0,28.5,0.0,17.1,4.0,,28.15
971,嗰個幾錢？,gó gô géi cín ？,272,10.0,21.3,0.0,12.8,2.5,,28.10
972,Tom冇返屋企。,tīom mǒu fáan ūkkéi 。,489,10.0,21.0,0.0,12.6,3.3,,28.03
973,電話響。,dinwaahóeng 。,194,10.0,23.3,0.0,14.0,0.0,,28.02
974,頭先餐飯啱唔啱你嘅口味？,tàusīn cāanfaan ngāam m ngāam něi gê háumei ？,867,24.3,44.5,0.0,26.7,4.0,,27.98
975,我漏咗張卡喺屋企。,ngǒlau zó zōeng kāa hái ūkkéi 。,951,18.9,35.3,0.0,21.2,4.4,,27.95
976,我啱啱賣咗架車。,ngǒ ngāam ngāam maai zó gáacē 。,584,16.7,31.2,0.0,18.7,5.7,,27.84
977,因住撞頭。,jānzyu zongtàu 。,154,10.0,22.3,0.0,13.4,2.5,,27.80
978,我唔係初哥嚟㗎喇。,ngǒ m hai cōgō lèi gâa lāa 。,956,16.7,32.4,0.0,19.4,5.0,,27.61
979,我明。,ngǒmìng 。,16,10.0,16.2,0.0,9.7,13.3,,27.48
980,佢阿爸係咪醫生嚟㗎？,kěoi âabāa hai mǎi jīsāng lèi gâa ？,968,17.4,35.3,0.0,21.2,3.6,,27.37
981,唔好喺度亂噏廿四！,m hóu hái dou lyun ngāp jaasêi ！,707,17.9,36.4,0.0,21.8,4.0,,27.21
982,嗰男仔跳緊。,gó nàamzái tîugán 。,445,10.0,24.8,0.0,14.8,2.2,,27.13
983,開始落雨喇。,hōicí lokjyǔ lāa 。,887,10.0,24.8,0.0,14.8,2.2,,27.13
984,佢屋企喺邊？,kěoi ūkkéi hái bīn ？,449,10.0,24.7,0.0,14.8,2.5,,27.10
985,佢學緊游水。,kěoi hok gán jàuséoi 。,892,10.0,24.7,0.0,14.8,2.5,,27.10
986,佢識吹口哨。,kěoi sīk cēoiháusâau 。,998,10.0,24.8,0.0,14.8,2.5,,27.07
987,Tom決定咗留低。,tīom kyûtding zó làudāi 。,604,10.0,24.8,0.0,14.8,2.9,,27.00
988,我覺得啱啱幾好吖。,ngǒ gôkdāk ngāam ngāam géihóu āa 。,955,16.7,34.1,0.0,20.4,6.7,,26.78
989,而家係十點踏正。,jìgāa hai sapdím daapzîng 。,931,13.8,31.3,0.0,18.8,3.6,,26.75
990,都柏林喺愛爾蘭。,dōupâaklàm hái ôijǐlàan 。,682,13.6,31.6,0.0,18.9,4.0,,26.55
991,Tom食得好少。,tīom sikdāk hóusíu 。,697,10.0,22.3,0.0,13.4,10.0,,26.30
992,我租唔起車。,ngǒzōu m héicē 。,756,10.0,24.8,0.0,14.8,6.7,,26.24
993,嘩，條女咁撚索嘅！,wāa ， tìunéoi gâm nán sôk gê ！,258,12.6,32.4,0.0,19.4,2.2,,26.14
994,佢領養咗嗰個孤兒。,kěoi lǐngjǒeng zó gó gô gūjì 。,825,15.6,37.7,0.0,22.6,2.0,,26.08
995,佢證實咗係間諜。,kěoi zîngsat zó hai gâandip 。,798,12.8,33.6,0.0,20.1,2.2,,25.89
996,聽日會唔會落雨㗎？,tīngjatwúi m wúi lokjyǔ gâa ？,845,10.0,30.1,0.0,18.1,4.4,,25.09
997,「咪嘈啦！」佢細細聲噉講。,「 mǎi còu lāa ！ 」 kěoi sâisâi sīng gám góng 。,870,16.2,40.5,0.0,24.3,4.4,,25.06
998,一講曹操，曹操就到。,jātgóng còucōu ， còucōuzaudôu 。,513,10.0,33.5,0.0,20.1,2.5,,24.45
999,我個喉嚨好似比火燒噉。,ngǒgô hàulùng hóucǐ béi fósīu gám 。,265,14.0,40.8,0.0,24.5,3.6,,24.03
